team_home,team_away,date,odds1,oddsX,odds2,result
Rangers,Aberdeen,2025-03-19,1.71,2.84,3.04,?
Palmeiras,São Paulo,2025-02-26,1.78,3.35,2.16,1
Torino,Cagliari,2025-04-13,2.9,3.3,3.24,?
Udinese,Salernitana,2025-04-15,1.69,2.94,3.09,?
Lazio,Fiorentina,2025-03-25,2.56,3.12,1.9,?
Chelsea,Liverpool,2025-03-06,2.97,3.32,1.88,2
Lazio,Fiorentina,2025-03-04,2.78,2.76,2.48,X
AC Milan,Napoli,2025-04-05,1.53,2.97,1.83,?
PSG,Lyon,2025-04-01,2.39,2.52,3.21,?
Palmeiras,São Paulo,2025-04-16,1.85,2.93,3.3,?
Lyon,Lille,2025-03-25,2.68,2.68,3.46,?
Persebaya,Arema FC,2025-04-07,1.54,3.19,2.43,?
Barcelona,Real Madrid,2025-04-16,1.61,3.3,2.04,?
Villarreal,Real Betis,2025-03-29,1.75,3.1,2.37,?
Roma,Napoli,2025-04-08,1.74,2.89,3.34,?
Corinthians,Fluminense,2025-02-27,1.86,2.51,2.76,1
Palmeiras,São Paulo,2025-04-09,1.66,3.42,3.35,?
Boca Juniors,River Plate,2025-03-15,2.79,2.93,3.09,2
Leeds United,Aston Villa,2025-03-24,2.3,3.37,2.47,?
Real Sociedad,Athletic Bilbao,2025-04-05,2.06,3.09,3.16,?
São Paulo,Internacional,2025-03-22,1.9,2.66,2.33,?
Arsenal,Tottenham,2025-03-26,3.1,3.19,2.65,?
São Paulo,Internacional,2025-02-24,2.69,3.21,1.5,1
Leeds United,Aston Villa,2025-02-22,3.42,2.77,3.0,X
Marseille,Nice,2025-03-23,2.11,3.3,1.78,?
Manchester United,Manchester City,2025-03-31,1.5,2.76,1.92,?
Celtic,Rangers,2025-03-10,1.79,3.29,1.74,1
Rangers,Aberdeen,2025-03-31,2.55,2.77,2.41,?
Everton,Newcastle United,2025-04-15,2.34,2.56,2.04,?
Udinese,Salernitana,2025-03-27,3.21,3.02,2.36,?
Bayern Munich,Borussia Dortmund,2025-03-17,3.24,3.31,3.34,1
Manchester United,Manchester City,2025-04-03,3.06,2.71,3.22,?
Villarreal,Real Betis,2025-03-20,3.21,2.72,3.05,?
Sassuolo,Empoli,2025-04-16,3.27,2.77,3.02,?
Lazio,Fiorentina,2025-03-20,1.94,3.45,1.64,?
Sevilla,Real Betis,2025-03-21,2.96,3.33,3.12,?
Udinese,Salernitana,2025-03-08,3.14,2.57,2.39,2
Palmeiras,Corinthians,2025-03-02,3.29,2.98,2.35,2
Monza,Spezia,2025-03-03,3.14,3.09,2.2,2
Tottenham,West Ham United,2025-02-25,1.85,2.67,2.26,2
Everton,Newcastle United,2025-02-20,2.95,2.99,2.38,2
Parma,Verona,2025-03-22,1.64,3.01,2.86,?
Fluminense,Sao Paulo,2025-02-19,2.03,3.18,2.9,X
VfB Stuttgart,Borussia Dortmund,2025-02-27,2.66,2.82,2.94,X
Celtic,Rangers,2025-04-10,1.83,3.07,1.98,?
Manchester City,Chelsea,2025-02-18,1.89,2.79,2.21,X
Vélez Sarsfield,Boca Juniors,2025-03-22,2.56,2.78,1.72,?
Napoli,Lazio,2025-03-13,3.16,2.57,2.32,2
Napoli,Lazio,2025-04-08,1.75,2.91,2.69,?
Boca Juniors,River Plate,2025-03-31,1.72,2.52,2.33,?
Chelsea,Liverpool,2025-03-02,1.53,2.98,1.99,2
Fiorentina,Atalanta,2025-04-05,2.34,2.6,2.67,?
Juventus,Roma,2025-03-27,2.25,3.25,2.05,?
Villarreal,Real Betis,2025-03-28,2.3,2.86,3.42,?
AC Milan,Juventus,2025-02-24,2.18,2.76,3.41,X
Maritimo,Boavista,2025-02-28,3.28,2.91,3.34,X
Valencia,Villarreal,2025-03-04,2.08,3.16,3.45,1
Celtic,Rangers,2025-04-10,3.41,3.42,3.49,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-04-15,2.06,3.48,2.01,?
Bologna,Sampdoria,2025-02-17,1.68,3.47,2.32,2
Tottenham,West Ham United,2025-04-02,1.6,3.18,3.3,?
Palmeiras,Corinthians,2025-04-15,2.58,3.01,2.93,?
Manchester United,Manchester City,2025-02-20,2.77,2.86,2.01,1
PSG,Lyon,2025-04-13,2.26,2.64,2.51,?
Benfica,Portimonense,2025-02-19,2.67,2.9,2.13,1
Bayern Munich,Borussia Dortmund,2025-04-12,2.91,3.04,2.27,?
Milan,Inter,2025-02-23,2.14,2.56,3.09,X
Real Madrid,Valencia,2025-02-28,3.1,3.35,1.91,1
AC Milan,Juventus,2025-03-13,1.72,3.17,2.75,2
Palmeiras,Corinthians,2025-04-10,2.26,3.21,1.63,?
Palmeiras,São Paulo,2025-02-20,2.24,3.05,3.49,1
Roma,Napoli,2025-03-29,2.67,2.88,3.45,?
Arsenal,Tottenham,2025-02-24,1.62,3.14,2.34,2
Leeds United,Aston Villa,2025-04-04,1.81,2.58,1.96,?
RB Leipzig,Wolfsburg,2025-03-03,2.84,2.68,3.44,2
Tottenham,West Ham United,2025-03-12,2.4,3.02,1.67,X
Juventus,Roma,2025-03-31,3.34,3.15,2.09,?
Bayern Munich,Borussia Dortmund,2025-03-14,1.68,3.47,1.78,X
Sassuolo,Empoli,2025-04-15,3.28,2.56,2.63,?
Real Madrid,Valencia,2025-03-03,1.5,3.01,2.72,2
Milan,Inter,2025-03-03,1.63,3.02,2.06,2
Parma,Verona,2025-03-14,2.12,2.74,3.19,X
Tottenham,West Ham United,2025-03-03,2.29,3.33,2.29,2
Flamengo,Vasco da Gama,2025-03-23,2.28,2.95,2.63,?
Leeds United,Aston Villa,2025-03-01,2.3,3.05,2.94,2
Lazio,Fiorentina,2025-02-19,3.24,3.37,3.33,2
Vélez Sarsfield,Boca Juniors,2025-03-11,3.19,2.57,2.59,2
RB Leipzig,Wolfsburg,2025-03-25,2.93,2.67,3.17,?
Lazio,Inter,2025-03-02,3.08,2.78,2.3,1
Barcelona,Real Madrid,2025-04-03,3.0,2.65,3.44,?
Flamengo,Vasco da Gama,2025-04-08,3.35,3.26,2.57,?
Sevilla,Real Betis,2025-03-02,1.89,2.94,1.53,2
Marseille,Nice,2025-03-26,3.22,2.79,3.4,?
Villarreal,Real Betis,2025-03-30,2.74,2.82,3.12,?
Torino,Cagliari,2025-04-12,1.57,2.62,2.81,?
Napoli,Lazio,2025-02-17,3.3,2.98,3.36,2
Valencia,Villarreal,2025-03-10,1.51,3.05,2.25,X
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-28,2.27,3.33,3.32,?
Leeds United,Aston Villa,2025-02-20,2.56,2.89,1.72,X
Manchester United,Manchester City,2025-03-24,2.37,3.45,2.11,?
Villarreal,Real Betis,2025-03-07,2.33,2.94,2.38,X
Fiorentina,Atalanta,2025-04-01,2.2,3.41,1.99,?
Valencia,Villarreal,2025-02-21,2.39,3.41,3.11,1
Bologna,Sampdoria,2025-02-18,1.95,3.02,2.66,1
Lazio,Inter,2025-04-17,2.88,3.35,1.85,?
Torino,Cagliari,2025-02-23,1.95,3.19,2.63,1
AC Milan,Napoli,2025-02-23,1.63,2.69,2.94,1
Benfica,Portimonense,2025-03-20,2.84,2.85,1.91,?
Maritimo,Boavista,2025-02-23,2.05,3.1,1.86,X
Palmeiras,Corinthians,2025-03-12,2.34,2.76,2.32,X
Celtic,Rangers,2025-03-09,1.79,2.74,1.77,X
Lyon,Lille,2025-04-05,1.67,3.03,2.59,?
Leeds United,Aston Villa,2025-03-19,1.66,3.07,2.72,?
Chelsea,Liverpool,2025-02-22,1.91,2.77,1.79,X
Barcelona,Real Madrid,2025-04-12,2.73,3.05,2.45,?
Rangers,Aberdeen,2025-03-21,3.34,3.27,2.13,?
FC Porto,Sporting CP,2025-02-18,3.41,3.1,2.2,2
Lazio,Inter,2025-04-03,1.87,3.03,1.73,?
Palmeiras,Corinthians,2025-03-21,2.52,3.16,2.67,?
Tottenham,West Ham United,2025-03-30,3.27,3.04,3.24,?
Corinthians,Flamengo,2025-02-22,2.65,3.08,1.93,X
Rangers,Aberdeen,2025-02-24,2.1,2.95,1.87,1
Persebaya,Arema FC,2025-02-18,2.13,2.6,3.13,X
Leeds United,Aston Villa,2025-04-08,2.99,2.8,1.57,?
AC Milan,Napoli,2025-03-16,2.19,3.12,2.49,2
Chelsea,Liverpool,2025-04-17,2.13,2.64,2.56,?
Lazio,Inter,2025-04-04,1.68,2.99,3.37,?
Barcelona,Atletico Madrid,2025-02-16,3.15,2.91,3.49,X
Corinthians,Fluminense,2025-03-17,1.91,3.46,1.97,X
Tottenham,West Ham United,2025-04-03,2.1,2.62,1.89,?
Bayer Leverkusen,Bayern Munich,2025-04-05,2.48,3.25,2.96,?
Boca Juniors,River Plate,2025-03-22,1.8,3.38,2.75,?
FC Porto,Sporting CP,2025-02-22,2.42,2.56,2.06,1
Sassuolo,Empoli,2025-03-23,2.2,3.42,1.72,?
Real Sociedad,Athletic Bilbao,2025-04-04,2.42,3.25,2.08,?
Parma,Verona,2025-04-13,3.44,2.83,2.29,?
VfB Stuttgart,Borussia Dortmund,2025-03-03,2.56,3.26,1.7,1
Palmeiras,Corinthians,2025-02-24,2.83,2.8,1.69,X
Villarreal,Real Betis,2025-04-04,1.93,2.67,1.98,?
Maritimo,Boavista,2025-02-18,2.98,3.38,3.16,2
Manchester United,Manchester City,2025-02-28,3.22,3.16,3.31,X
Villarreal,Real Betis,2025-04-02,1.74,2.58,3.17,?
Barcelona,Real Madrid,2025-02-20,3.48,3.29,2.03,X
Lazio,Inter,2025-04-03,3.21,2.95,2.63,?
Leeds United,Aston Villa,2025-04-16,2.04,2.92,3.18,?
Santos,Gremio,2025-03-24,1.56,2.88,3.28,?
Bayer Leverkusen,Bayern Munich,2025-03-24,2.05,3.12,2.33,?
Torino,Cagliari,2025-02-18,2.83,2.64,3.4,X
AC Milan,Juventus,2025-04-01,1.58,3.42,2.72,?
Bayer Leverkusen,Bayern Munich,2025-03-04,2.44,2.96,1.87,2
Fiorentina,Atalanta,2025-03-14,1.54,2.69,1.64,1
Santos,Gremio,2025-04-05,2.11,3.46,2.6,?
Tottenham,West Ham United,2025-04-01,1.77,2.76,2.0,?
Boca Juniors,River Plate,2025-03-24,1.62,3.08,2.92,?
Real Sociedad,Athletic Bilbao,2025-02-27,1.62,2.73,3.49,X
Real Madrid,Valencia,2025-03-14,1.9,3.15,3.44,1
Vélez Sarsfield,Boca Juniors,2025-04-17,3.46,3.22,1.93,?
Leeds United,Aston Villa,2025-03-30,2.03,2.5,2.28,?
PSG,Lyon,2025-03-07,2.71,2.66,1.92,X
Persebaya,Arema FC,2025-02-25,3.09,3.26,1.69,1
Paris Saint-Germain,Marseille,2025-03-09,1.92,2.78,2.77,2
Leeds United,Aston Villa,2025-02-16,2.15,3.49,3.46,1
Torino,Cagliari,2025-03-12,3.08,2.81,3.19,1
Arsenal,Tottenham,2025-04-06,2.37,2.89,3.23,?
Corinthians,Fluminense,2025-04-02,2.26,3.18,1.5,?
Manchester United,Manchester City,2025-03-04,2.06,3.42,2.88,1
Santos,Gremio,2025-02-25,1.67,2.54,2.76,1
Bayer Leverkusen,Bayern Munich,2025-04-01,1.87,3.25,3.23,?
FC Porto,Sporting CP,2025-02-16,2.68,2.87,2.97,1
Fluminense,Sao Paulo,2025-04-08,1.69,2.67,2.62,?
Corinthians,Flamengo,2025-04-17,3.34,2.9,2.91,?
PSG,Lyon,2025-04-06,3.41,2.59,3.29,?
Everton,Newcastle United,2025-02-18,2.48,3.1,3.16,2
Hellas Verona,Torino,2025-03-04,3.11,2.63,1.97,1
Barcelona,Real Madrid,2025-03-30,3.39,3.49,2.42,?
Parma,Verona,2025-03-21,2.79,3.37,1.99,?
Valencia,Villarreal,2025-04-10,3.44,2.51,2.95,?
Everton,Newcastle United,2025-04-16,3.46,3.12,1.95,?
Marseille,Nice,2025-04-12,1.56,3.41,2.37,?
Rangers,Aberdeen,2025-04-03,3.12,2.65,1.71,?
Rangers,Aberdeen,2025-04-06,3.07,2.59,3.27,?
PSG,Lyon,2025-03-17,3.04,3.2,3.37,1
Manchester City,Chelsea,2025-03-23,2.72,3.16,3.02,?
Tottenham,West Ham United,2025-04-10,2.65,3.08,1.85,?
Atlético Madrid,Sevilla,2025-04-09,1.77,2.77,2.67,?
Juventus,Roma,2025-04-03,2.07,2.73,1.94,?
RB Leipzig,Wolfsburg,2025-03-02,1.94,2.73,1.88,2
São Paulo,Internacional,2025-03-07,2.02,2.65,2.23,2
Fluminense,Sao Paulo,2025-03-04,2.28,3.01,2.63,1
Villarreal,Real Betis,2025-02-16,2.23,3.29,3.01,2
São Paulo,Internacional,2025-03-06,2.46,3.25,2.45,2
Villarreal,Real Betis,2025-03-25,2.52,2.6,1.61,?
PSG,Lyon,2025-02-25,1.63,3.22,2.96,2
Tottenham,West Ham United,2025-04-04,2.53,2.55,3.02,?
Arsenal,Tottenham,2025-03-01,1.98,2.55,2.03,1
Hellas Verona,Torino,2025-03-27,2.27,2.65,2.48,?
Corinthians,Flamengo,2025-03-01,3.24,2.74,1.53,1
Flamengo,Vasco da Gama,2025-02-19,1.98,2.81,1.68,X
Udinese,Salernitana,2025-03-28,2.9,2.84,1.93,?
Manchester United,Manchester City,2025-03-09,1.62,3.21,3.09,1
AC Milan,Juventus,2025-02-17,1.8,2.72,3.37,1
Bayern Munich,Borussia Dortmund,2025-02-22,2.51,3.5,3.0,2
São Paulo,Internacional,2025-04-11,3.19,2.53,2.12,?
Benfica,Portimonense,2025-03-24,2.43,3.04,2.97,?
Monza,Spezia,2025-03-31,2.35,3.23,2.2,?
Hellas Verona,Torino,2025-03-24,2.14,3.42,2.71,?
Lazio,Fiorentina,2025-03-08,2.01,2.93,1.63,X
Lazio,Fiorentina,2025-03-06,3.06,3.34,2.54,2
Tottenham,West Ham United,2025-02-17,2.08,2.95,2.02,X
Leeds United,Aston Villa,2025-03-26,1.85,2.54,2.83,?
Flamengo,Vasco da Gama,2025-03-11,2.96,3.37,1.58,X
Santos,Gremio,2025-02-19,3.18,3.36,2.29,1
Fluminense,Sao Paulo,2025-02-17,2.92,3.03,2.63,X
Benfica,Portimonense,2025-04-16,2.24,2.65,1.92,?
Juventus,Roma,2025-03-05,2.35,2.88,3.16,1
Manchester United,Manchester City,2025-04-16,3.37,3.38,1.69,?
VfB Stuttgart,Borussia Dortmund,2025-03-08,2.4,3.46,2.82,X
Persebaya,Arema FC,2025-03-28,1.78,3.29,2.0,?
Persebaya,Arema FC,2025-03-07,2.72,2.81,2.92,2
Real Madrid,Valencia,2025-03-16,2.46,2.66,1.87,2
Palmeiras,São Paulo,2025-03-11,1.78,2.54,3.26,2
Real Sociedad,Athletic Bilbao,2025-02-24,3.22,2.91,2.72,2
Lyon,Lille,2025-03-15,2.86,2.58,2.78,2
Milan,Inter,2025-04-06,3.36,3.49,1.74,?
Vélez Sarsfield,Boca Juniors,2025-02-20,2.31,2.88,3.06,X
Manchester City,Chelsea,2025-03-17,2.72,2.54,3.43,2
Corinthians,Fluminense,2025-03-17,2.97,3.17,2.95,1
Bologna,Sampdoria,2025-03-04,2.68,3.02,2.22,X
Atlético Madrid,Sevilla,2025-03-04,1.8,3.25,1.68,X
São Paulo,Internacional,2025-03-07,2.56,2.7,3.24,X
Lyon,Lille,2025-04-04,3.01,2.7,1.55,?
Everton,Newcastle United,2025-03-25,2.51,3.09,2.74,?
Fiorentina,Atalanta,2025-03-21,1.93,3.07,2.65,?
Fluminense,Sao Paulo,2025-03-28,1.8,3.32,1.54,?
PSG,Lyon,2025-02-18,2.11,2.8,2.8,X
Fluminense,Sao Paulo,2025-02-19,1.87,2.99,3.44,2
Chelsea,Liverpool,2025-03-11,3.01,2.8,3.2,1
Boca Juniors,River Plate,2025-04-05,3.31,2.57,2.82,?
Udinese,Salernitana,2025-04-13,2.36,2.7,1.92,?
Parma,Verona,2025-04-13,1.91,3.01,2.7,?
Bayer Leverkusen,Bayern Munich,2025-02-28,1.66,2.69,1.54,X
Vélez Sarsfield,Boca Juniors,2025-04-15,1.92,2.95,2.7,?
Real Sociedad,Athletic Bilbao,2025-03-04,1.93,3.18,1.75,X
Bologna,Sampdoria,2025-03-25,2.63,3.3,2.09,?
Persebaya,Arema FC,2025-03-25,2.92,2.84,3.14,?
Parma,Verona,2025-03-23,2.6,3.0,2.32,?
Real Madrid,Valencia,2025-03-16,1.71,3.3,1.56,X
Villarreal,Real Betis,2025-04-02,1.93,2.79,3.24,?
VfB Stuttgart,Borussia Dortmund,2025-03-13,1.87,3.02,3.29,2
Celtic,Rangers,2025-04-15,3.18,2.71,1.91,?
FC Porto,Sporting CP,2025-04-11,1.87,2.52,2.56,?
Valencia,Villarreal,2025-03-17,3.0,3.31,2.88,1
Milan,Inter,2025-02-26,2.64,3.16,2.96,X
Bayern Munich,Borussia Dortmund,2025-04-12,3.21,2.6,3.32,?
Torino,Cagliari,2025-03-25,1.94,3.17,2.61,?
Parma,Verona,2025-03-27,3.48,2.74,2.61,?
Barcelona,Atletico Madrid,2025-04-17,2.95,3.36,1.66,?
Sassuolo,Empoli,2025-03-19,2.09,3.49,2.02,?
Bayern Munich,Borussia Dortmund,2025-03-08,3.01,3.07,2.45,1
Bayern Munich,Borussia Dortmund,2025-02-19,2.6,2.87,2.28,X
Real Sociedad,Athletic Bilbao,2025-02-16,3.18,3.04,1.75,2
Sevilla,Real Betis,2025-03-27,2.1,3.21,1.89,?
Persebaya,Arema FC,2025-03-05,2.24,2.91,3.18,2
Chelsea,Liverpool,2025-03-22,3.34,2.86,1.52,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-04-14,2.37,3.48,1.8,?
Boca Juniors,River Plate,2025-02-20,3.1,2.72,3.12,2
Celtic,Rangers,2025-04-10,1.64,3.13,2.77,?
São Paulo,Internacional,2025-03-25,3.37,2.93,3.42,?
Persebaya,Arema FC,2025-03-02,1.61,3.22,1.73,2
Lazio,Fiorentina,2025-04-09,3.32,3.33,2.06,?
Maritimo,Boavista,2025-03-20,2.95,2.57,2.12,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-04-15,2.32,3.47,2.5,?
Rangers,Aberdeen,2025-03-15,1.83,3.23,2.29,2
Roma,Napoli,2025-04-05,2.1,3.24,1.61,?
Benfica,Portimonense,2025-03-02,3.13,2.98,2.95,2
Sevilla,Real Betis,2025-03-07,2.36,3.17,3.49,1
Vélez Sarsfield,Boca Juniors,2025-04-01,1.91,2.69,3.15,?
Tottenham,West Ham United,2025-03-20,3.36,3.07,2.65,?
Roma,Napoli,2025-02-16,3.13,2.56,1.88,X
Fluminense,Sao Paulo,2025-03-04,2.8,3.35,1.57,1
Maritimo,Boavista,2025-04-11,2.2,3.47,3.19,?
Benfica,Portimonense,2025-03-29,1.51,3.32,2.13,?
Corinthians,Fluminense,2025-04-12,2.43,2.76,2.26,?
Manchester United,Manchester City,2025-02-25,3.18,2.55,2.13,2
Flamengo,Vasco da Gama,2025-02-25,2.76,2.67,2.83,X
Rangers,Aberdeen,2025-03-25,3.44,3.46,3.24,?
AC Milan,Napoli,2025-03-03,3.02,3.4,1.93,X
Everton,Newcastle United,2025-03-02,2.3,3.16,1.5,X
Marseille,Nice,2025-02-22,2.64,3.49,1.73,2
Vélez Sarsfield,Boca Juniors,2025-03-30,2.83,3.45,1.91,?
Boca Juniors,River Plate,2025-03-28,2.36,3.22,2.34,?
Napoli,Lazio,2025-02-28,2.11,2.66,1.76,2
PSG,Lyon,2025-04-16,2.82,3.47,1.73,?
Chelsea,Liverpool,2025-03-17,1.8,3.12,2.04,X
Benfica,Portimonense,2025-03-25,2.17,2.79,2.64,?
Manchester City,Chelsea,2025-03-28,3.29,3.17,2.62,?
Manchester City,Chelsea,2025-03-07,1.61,3.13,2.08,X
Manchester United,Manchester City,2025-04-08,3.25,2.97,2.8,?
Corinthians,Flamengo,2025-03-15,2.71,3.18,2.04,X
Lazio,Inter,2025-02-21,2.82,3.49,2.37,1
Bayer Leverkusen,Bayern Munich,2025-04-10,1.52,2.61,2.01,?
Atlético Madrid,Sevilla,2025-03-02,2.75,2.72,3.35,2
Maritimo,Boavista,2025-03-28,2.4,3.48,2.75,?
São Paulo,Internacional,2025-04-13,3.41,2.57,2.74,?
Barcelona,Real Madrid,2025-03-29,2.36,2.68,3.34,?
Real Sociedad,Athletic Bilbao,2025-03-15,2.44,3.49,2.16,2
Benfica,Portimonense,2025-03-29,3.21,3.05,1.72,?
Leeds United,Aston Villa,2025-04-09,2.82,3.24,2.48,?
Fiorentina,Atalanta,2025-03-01,2.24,3.39,3.03,1
Roma,Napoli,2025-03-13,1.52,3.44,2.64,X
Udinese,Salernitana,2025-03-28,2.64,3.3,1.77,?
Fluminense,Sao Paulo,2025-02-17,1.79,3.13,1.66,2
Roma,Napoli,2025-03-27,3.05,3.47,3.33,?
Valencia,Villarreal,2025-03-12,2.7,3.03,3.42,X
FC Porto,Sporting CP,2025-02-18,3.48,3.0,2.31,X
Corinthians,Fluminense,2025-03-25,2.74,2.87,2.55,?
Torino,Cagliari,2025-02-23,2.66,2.56,1.5,2
Celtic,Rangers,2025-03-28,2.6,2.77,2.2,?
Bayern Munich,Borussia Dortmund,2025-04-03,3.35,2.59,2.76,?
Villarreal,Real Betis,2025-03-05,1.84,3.07,2.52,1
Sassuolo,Empoli,2025-03-06,2.28,2.54,3.33,2
Villarreal,Real Betis,2025-02-25,3.0,3.11,2.78,2
Real Madrid,Valencia,2025-03-31,3.25,2.77,2.13,?
FC Porto,Sporting CP,2025-02-19,1.89,2.71,1.68,1
Manchester City,Chelsea,2025-02-22,3.32,3.38,1.8,2
Barcelona,Atletico Madrid,2025-04-05,3.38,2.68,1.7,?
Lazio,Inter,2025-02-28,3.38,2.97,3.31,X
RB Leipzig,Wolfsburg,2025-04-15,1.53,2.86,2.29,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-20,2.95,3.01,2.67,?
Arsenal,Tottenham,2025-03-09,2.07,2.62,2.07,X
Benfica,Portimonense,2025-02-25,3.15,2.56,2.71,X
PSG,Lyon,2025-03-21,2.87,3.07,2.05,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-02-24,2.37,3.16,2.79,1
FC Porto,Sporting CP,2025-02-17,1.75,2.97,2.32,2
Corinthians,Flamengo,2025-02-28,2.3,3.1,3.4,2
Milan,Inter,2025-04-05,2.33,3.04,2.47,?
Paris Saint-Germain,Marseille,2025-02-17,3.05,3.31,1.56,1
Palmeiras,São Paulo,2025-02-28,1.86,2.84,2.33,2
Chelsea,Liverpool,2025-03-05,3.09,3.48,2.7,1
Arsenal,Tottenham,2025-03-05,3.08,2.67,3.06,X
Parma,Verona,2025-02-24,2.71,3.01,1.9,2
Marseille,Nice,2025-04-06,2.73,3.42,1.8,?
Atlético Madrid,Sevilla,2025-03-30,1.54,2.9,1.64,?
Torino,Cagliari,2025-03-11,1.68,3.36,3.49,1
São Paulo,Internacional,2025-03-22,1.59,2.8,2.39,?
Persebaya,Arema FC,2025-03-26,1.97,2.61,2.91,?
Benfica,Portimonense,2025-02-19,3.22,3.01,2.51,2
Manchester United,Manchester City,2025-03-29,2.3,2.94,2.66,?
Lazio,Fiorentina,2025-03-31,2.62,3.31,2.59,?
Lazio,Inter,2025-04-05,2.67,3.16,2.27,?
PSG,Lyon,2025-03-25,3.4,2.9,1.59,?
PSG,Lyon,2025-03-26,2.94,3.12,2.03,?
VfB Stuttgart,Borussia Dortmund,2025-02-16,1.61,2.53,1.83,1
Udinese,Salernitana,2025-02-23,2.9,3.31,3.49,X
Lyon,Lille,2025-03-27,2.36,3.37,3.42,?
Real Madrid,Valencia,2025-03-30,2.47,2.77,3.21,?
Benfica,Portimonense,2025-03-02,3.18,2.57,2.63,2
Bayer Leverkusen,Bayern Munich,2025-03-17,3.02,2.98,1.75,1
Bayer Leverkusen,Bayern Munich,2025-03-15,2.45,2.58,2.64,2
Santos,Gremio,2025-02-25,2.63,3.08,1.82,X
Manchester United,Manchester City,2025-03-03,2.41,3.14,3.29,X
Napoli,Lazio,2025-04-15,2.78,3.45,3.18,?
Marseille,Nice,2025-04-07,3.36,2.94,2.13,?
Real Sociedad,Athletic Bilbao,2025-03-11,1.86,2.83,2.28,2
FC Porto,Sporting CP,2025-04-02,1.77,3.25,2.42,?
Barcelona,Real Madrid,2025-04-09,1.68,3.46,3.25,?
Leeds United,Aston Villa,2025-04-04,2.38,2.69,1.82,?
Torino,Cagliari,2025-03-17,1.86,3.29,2.07,X
Barcelona,Atletico Madrid,2025-02-17,1.56,3.5,2.1,1
Sevilla,Real Betis,2025-04-15,3.36,3.18,2.99,?
Boca Juniors,River Plate,2025-04-16,1.83,3.09,3.08,?
Barcelona,Atletico Madrid,2025-03-03,2.72,2.74,1.65,2
Manchester City,Chelsea,2025-03-13,2.77,2.56,1.95,1
Chelsea,Liverpool,2025-04-04,1.73,2.86,1.62,?
Lazio,Inter,2025-02-24,1.61,2.94,2.33,X
AC Milan,Napoli,2025-04-06,2.69,3.32,2.77,?
Roma,Napoli,2025-03-10,2.14,2.64,1.74,2
Palmeiras,Corinthians,2025-03-20,2.54,3.12,2.44,?
Corinthians,Flamengo,2025-03-22,1.71,2.92,3.15,?
Villarreal,Real Betis,2025-04-12,1.84,3.45,2.65,?
Bologna,Sampdoria,2025-03-05,2.54,2.91,1.74,X
Milan,Inter,2025-03-17,2.4,2.71,2.0,2
Udinese,Salernitana,2025-03-31,2.7,3.44,2.61,?
Leeds United,Aston Villa,2025-03-20,2.52,2.71,2.32,?
Benfica,Portimonense,2025-02-28,2.15,2.75,2.51,2
PSG,Lyon,2025-03-22,2.77,2.72,2.3,?
Lyon,Lille,2025-03-16,2.68,2.86,2.88,1
Lazio,Inter,2025-03-08,2.32,2.74,1.89,X
Torino,Cagliari,2025-03-15,2.88,3.18,3.31,X
Chelsea,Liverpool,2025-03-03,2.53,2.57,2.47,1
Corinthians,Fluminense,2025-03-05,3.04,2.53,2.84,1
Marseille,Nice,2025-04-04,2.45,3.0,2.57,?
Fiorentina,Atalanta,2025-02-28,2.7,3.24,1.73,2
Sassuolo,Empoli,2025-04-17,2.08,3.42,2.96,?
Parma,Verona,2025-04-02,2.38,3.11,2.28,?
Roma,Napoli,2025-02-19,1.7,2.89,3.48,1
AC Milan,Napoli,2025-03-02,3.1,2.67,1.57,X
Manchester United,Manchester City,2025-03-07,2.17,2.65,2.21,2
Everton,Newcastle United,2025-04-04,2.06,2.84,2.05,?
Palmeiras,Corinthians,2025-04-07,1.57,3.49,1.99,?
Udinese,Salernitana,2025-03-04,2.86,3.44,3.24,X
AC Milan,Juventus,2025-03-13,1.74,2.7,2.04,1
Flamengo,Vasco da Gama,2025-04-01,2.66,2.82,2.81,?
Paris Saint-Germain,Marseille,2025-04-16,2.78,2.72,1.82,?
Roma,Napoli,2025-02-18,1.77,3.19,2.23,2
Paris Saint-Germain,Marseille,2025-03-31,2.08,3.03,1.57,?
Manchester City,Chelsea,2025-03-28,3.08,2.53,3.13,?
Benfica,Portimonense,2025-03-03,2.04,2.96,3.18,2
RB Leipzig,Wolfsburg,2025-03-31,2.95,3.24,1.88,?
Sevilla,Real Betis,2025-03-20,2.42,3.26,1.69,?
Leeds United,Aston Villa,2025-03-16,2.37,2.6,3.1,X
Arsenal,Tottenham,2025-04-06,2.19,3.0,1.82,?
Napoli,Lazio,2025-03-06,2.75,2.87,2.31,1
Lazio,Fiorentina,2025-02-22,2.79,2.82,2.38,X
Bologna,Sampdoria,2025-04-08,3.25,2.94,3.39,?
Lazio,Inter,2025-03-15,2.48,3.0,2.28,2
Hellas Verona,Torino,2025-04-08,3.27,2.99,3.31,?
Vélez Sarsfield,Boca Juniors,2025-04-08,1.66,3.06,3.13,?
Tottenham,West Ham United,2025-02-25,2.64,3.03,3.13,2
